seqnames	start	end	width	strand	peak	feature	feature.ranges.start	feature.ranges.end	feature.ranges.width	feature.strand	distance	insideFeature	distanceToSite	symbol
chr5	57877903	57878157	255	*	X56619	115827	57878939	58147406	268468	+	781	upstream	781	RAB3C
chr5	57878458	57878592	135	*	X56620	115827	57878939	58147406	268468	+	346	upstream	346	RAB3C
chr5	78810607	78810741	135	*	X56982	9456	78669647	78809659	140013	-	947	upstream	947	HOMER1
chr5	79330780	79331020	241	*	X57035	7060	79331170	79379107	47938	+	149	upstream	149	THBS4
chr5	79331448	79331589	142	*	X57036	7060	79331170	79379107	47938	+	0	inside	277	THBS4
chr5	79615744	79615878	135	*	X57047	84654	79615790	79617660	1871	+	0	overlapStart	0	SPZ1
chr5	87982261	87982279	19	*	X57104	645323	87836597	87980620	144024	-	1640	upstream	1640	LINC00461
chr5	87982145	87982208	64	*	X57105	645323	87836597	87980620	144024	-	1524	upstream	1524	LINC00461
chr5	87982588	87982767	180	*	X57106	645323	87836597	87980620	144024	-	1967	upstream	1967	LINC00461
chr5	94621012	94621191	180	*	X57136	79772	94042289	94620279	577991	-	732	upstream	732	MCTP1
chr5	126984687	126984720	34	*	X57194	613212	126984713	126994322	9610	+	0	overlapStart	0	CTXN3
chr5	134784021	134784150	130	*	X57364	140947	134779904	134783038	3135	-	982	upstream	982	DCANP1
chr5	134787756	134787810	55	*	X57366	497189	134784558	134788089	3532	-	0	inside	278	TIFAB
chr5	134788029	134788088	60	*	X57367	497189	134784558	134788089	3532	-	0	inside	0	TIFAB
chr5	134788101	134788220	120	*	X57368	497189	134784558	134788089	3532	-	11	upstream	11	TIFAB
chr5	134788419	134788538	120	*	X57369	497189	134784558	134788089	3532	-	329	upstream	329	TIFAB
chr5	134872724	134872835	112	*	X57388	4762	134869972	134871639	1668	-	1084	upstream	1084	NEUROG1
chr5	134873063	134873070	8	*	X57389	4762	134869972	134871639	1668	-	1423	upstream	1423	NEUROG1
chr5	134915280	134915489	210	*	X57412	9547	134906371	134914969	8599	-	310	upstream	310	CXCL14
chr5	135231897	135232046	150	*	X57512	3578	135227935	135231516	3582	-	380	upstream	380	IL9
chr5	140529901	140530110	210	*	X57668	56130	140529839	140532868	3030	+	0	inside	61	PCDHB6
chr5	140867043	140867177	135	*	X57671	56097	140868808	140892548	23741	+	1630	upstream	1630	PCDHGC5
chr5	143549706	143549753	48	*	X57697	57528	143550437	143856944	306508	+	683	upstream	683	KCTD16
chr5	145716996	145717118	123	*	X57707	5459	145718587	145720083	1497	+	1468	upstream	1468	POU4F3
chr5	145717359	145717435	77	*	X57708	5459	145718587	145720083	1497	+	1151	upstream	1151	POU4F3
chr5	149568554	149568595	42	*	X57725	6534	149569520	149590635	21116	+	924	upstream	924	SLC6A7
chr5	150950136	150950270	135	*	X57755	2196	150883653	150948505	64853	-	1630	upstream	1630	FAT2
chr5	154393326	154393445	120	*	X57814	285643	154393260	154397685	4426	+	0	inside	65	KIF4B
chr5	168691479	168691613	135	*	X58005	693170	168690605	168690698	94	-	780	upstream	780	MIR585
chr5	168691644	168691763	120	*	X58006	693170	168690605	168690698	94	-	945	upstream	945	MIR585
chr5	168692046	168692092	47	*	X58007	693170	168690605	168690698	94	-	1347	upstream	1347	MIR585
chr5	169454980	169455114	135	*	X58013	100616498	169455492	169455570	79	+	377	upstream	377	MIR378E
chr5	169780426	169780575	150	*	X58038	30820	169780881	170163636	382756	+	305	upstream	305	KCNIP1
chr5	169780635	169780754	120	*	X58039	30820	169780881	170163636	382756	+	126	upstream	126	KCNIP1
chr5	169816401	169816495	95	*	X58045	3779	169805165	169816681	11517	-	0	inside	185	KCNMB1
chr5	169816680	169816696	17	*	X58046	3779	169805165	169816681	11517	-	0	overlapStart	0	KCNMB1
chr5	174903455	174903589	135	*	X58375	94081	174905514	174955621	50108	+	1924	upstream	1924	SFXN1
chr5	175084048	175084406	359	*	X58410	3274	175085040	175113245	28206	+	633	upstream	633	HRH2
chr5	177422916	177423065	150	*	X58569	5626	177419236	177423243	4008	-	0	inside	177	PROP1
chr5	177423171	177423305	135	*	X58570	5626	177419236	177423243	4008	-	0	overlapStart	0	PROP1
chr5	177423441	177423545	105	*	X58571	5626	177419236	177423243	4008	-	197	upstream	197	PROP1
chr5	177423741	177423935	195	*	X58572	5626	177419236	177423243	4008	-	497	upstream	497	PROP1
chr5	180020293	180020412	120	*	X58855	92304	180017105	180018487	1383	-	1805	upstream	1805	SCGB3A1
chr5	180465242	180465346	105	*	X58900	153579	180467225	180488523	21299	+	1878	upstream	1878	BTNL9
chr5	180465677	180465796	120	*	X58901	153579	180467225	180488523	21299	+	1428	upstream	1428	BTNL9
chr5	180465857	180465976	120	*	X58902	153579	180467225	180488523	21299	+	1248	upstream	1248	BTNL9
chr5	180466686	180466835	150	*	X58903	153579	180467225	180488523	21299	+	389	upstream	389	BTNL9
chr5	180553073	180553207	135	*	X58928	26693	180551357	180552304	948	-	768	upstream	768	OR2V1
chr5	180553763	180554017	255	*	X58929	26693	180551357	180552304	948	-	1458	upstream	1458	OR2V1
chr6	1312830	1312892	63	*	X59034	94234	1312675	1314993	2319	+	0	inside	154	FOXQ1
chr6	1312903	1313032	130	*	X59035	94234	1312675	1314993	2319	+	0	inside	227	FOXQ1
chr6	13924553	13924747	195	*	X59276	221687	13924677	13980240	55564	+	0	overlapStart	0	RNF182
chr6	13924793	13924942	150	*	X59277	221687	13924677	13980240	55564	+	0	inside	115	RNF182
chr6	13924973	13925035	63	*	X59278	221687	13924677	13980240	55564	+	0	inside	295	RNF182
chr6	16237321	16237470	150	*	X59345	2766	16238811	16295780	56970	+	1340	upstream	1340	GMPR
chr6	18571435	18571480	46	*	X59360	693125	18572015	18572111	97	+	534	upstream	534	MIR548A1
chr6	22147191	22147207	17	*	X59390	729177	22134831	22147422	12592	-	0	inside	214	NBAT1
chr6	25732714	25732878	165	*	X59404	387319	25732661	25733089	429	+	0	inside	52	H2AC2P
chr6	25831996	25832130	135	*	X59411	6568	25783126	25832287	49162	-	0	inside	156	SLC17A1
chr6	28483536	28483685	150	*	X59434	257202	28471073	28483570	12498	-	0	overlapStart	0	GPX6
chr6	32604439	32604573	135	*	X59554	3117	32605183	32614839	9657	+	609	upstream	609	HLA-DQA1
chr6	32605309	32605428	120	*	X59555	3117	32605183	32614839	9657	+	0	inside	125	HLA-DQA1
chr6	33771366	33771515	150	*	X59631	4295	33762449	33771793	9345	-	0	inside	277	MLN
chr6	33771906	33772040	135	*	X59632	4295	33762449	33771793	9345	-	112	upstream	112	MLN
chr6	33772479	33772598	120	*	X59633	4295	33762449	33771793	9345	-	685	upstream	685	MLN
chr6	33772944	33773108	165	*	X59634	4295	33762449	33771793	9345	-	1150	upstream	1150	MLN
chr6	33865131	33865216	86	*	X59651	100507584	33857288	33864684	7397	-	446	upstream	446	LINC01016
chr6	33865253	33865597	345	*	X59652	100507584	33857288	33864684	7397	-	568	upstream	568	LINC01016
chr6	33865643	33865762	120	*	X59653	100507584	33857288	33864684	7397	-	958	upstream	958	LINC01016
chr6	33967946	33968065	120	*	X59723	100302123	33967749	33967828	80	-	117	upstream	117	MIR1275
chr6	33968456	33968600	145	*	X59724	100302123	33967749	33967828	80	-	627	upstream	627	MIR1275
chr6	39015280	39015444	165	*	X59880	2740	39016557	39055520	38964	+	1112	upstream	1112	GLP1R
chr6	39015700	39016027	328	*	X59881	2740	39016557	39055520	38964	+	529	upstream	529	GLP1R
chr6	39016240	39016356	117	*	X59882	2740	39016557	39055520	38964	+	200	upstream	200	GLP1R
chr6	39289953	39290102	150	*	X59957	83795	39282474	39290330	7857	-	0	inside	227	KCNK16
chr6	39290328	39290525	198	*	X59958	83795	39282474	39290330	7857	-	0	overlapStart	0	KCNK16
chr6	39291652	39291722	71	*	X59959	83795	39282474	39290330	7857	-	1321	upstream	1321	KCNK16
chr6	41122096	41122395	300	*	X60136	340205	41116999	41122087	5089	-	8	upstream	8	TREML1
chr6	41123036	41123155	120	*	X60137	340205	41116999	41122087	5089	-	948	upstream	948	TREML1
chr6	41123341	41123475	135	*	X60138	340205	41116999	41122087	5089	-	1253	upstream	1253	TREML1
chr6	41130633	41130745	113	*	X60146	54209	41126244	41130924	4681	-	0	inside	178	TREM2
chr6	41130954	41131103	150	*	X60147	54209	41126244	41130924	4681	-	29	upstream	29	TREM2
chr6	41195588	41195602	15	*	X60176	285852	41196062	41206120	10059	+	459	upstream	459	TREML4
chr6	41195873	41196022	150	*	X60177	285852	41196062	41206120	10059	+	39	upstream	39	TREML4
chr6	41214954	41215171	218	*	X60187	221438	41217115	41217327	213	+	1943	upstream	1943	TREML5P
chr6	41215449	41215471	23	*	X60188	221438	41217115	41217327	213	+	1643	upstream	1643	TREML5P
chr6	41215517	41215681	165	*	X60189	221438	41217115	41217327	213	+	1433	upstream	1433	TREML5P
chr6	41216858	41217007	150	*	X60190	221438	41217115	41217327	213	+	107	upstream	107	TREML5P
chr6	41301656	41301760	105	*	X60204	9436	41303528	41318625	15098	+	1767	upstream	1767	NCR2
chr6	41301848	41301997	150	*	X60205	9436	41303528	41318625	15098	+	1530	upstream	1530	NCR2
chr6	43209285	43209434	150	*	X60276	84630	43211222	43255997	44776	+	1787	upstream	1787	TTBK1
chr6	46459623	46459757	135	*	X60355	10231	46188467	46459804	271338	-	0	inside	46	RCAN2
chr6	49516420	49516507	88	*	X60357	135398	49518113	49519808	1696	+	1605	upstream	1605	C6orf141
chr6	52009001	52009120	120	*	X60370	406989	52009147	52009232	86	+	26	upstream	26	MIR206
chr6	52050236	52050456	221	*	X60373	3605	52051185	52055436	4252	+	728	upstream	728	IL17A
chr6	71013742	71013846	105	*	X60410	1297	70925743	71012786	87044	-	955	upstream	955	COL9A1
chr6	87646466	87646645	180	*	X60437	3354	87647024	87726397	79374	+	378	upstream	378	HTR1E
chr6	87646691	87646812	122	*	X60438	3354	87647024	87726397	79374	+	211	upstream	211	HTR1E
chr6	90123563	90123667	105	*	X60483	58528	90074335	90121995	47661	-	1567	upstream	1567	RRAGD
chr6	90123724	90123811	88	*	X60484	58528	90074335	90121995	47661	-	1728	upstream	1728	RRAGD
chr6	90141267	90141333	67	*	X60486	22881	90142897	90343553	200657	+	1563	upstream	1563	ANKRD6
chr6	105403921	105404145	225	*	X60598	389421	105404923	105531207	126285	+	777	upstream	777	LIN28B
chr6	107810640	107810863	224	*	X60602	55084	107811317	107982513	171197	+	453	upstream	453	SOBP
chr6	108485368	108485464	97	*	X60636	7101	108487215	108510013	22799	+	1750	upstream	1750	NR2E1
chr6	108485705	108485711	7	*	X60637	7101	108487215	108510013	22799	+	1503	upstream	1503	NR2E1
chr6	110733757	110733876	120	*	X60675	728464	110567149	110731939	164791	-	1817	upstream	1817	METTL24
chr6	138481525	138481708	184	*	X60713	57221	138483053	138665800	182748	+	1344	upstream	1344	ARFGEF3
chr6	138482024	138482323	300	*	X60714	57221	138483053	138665800	182748	+	729	upstream	729	ARFGEF3
chr6	138482380	138482495	116	*	X60715	57221	138483053	138665800	182748	+	557	upstream	557	ARFGEF3
chr6	147828254	147828403	150	*	X60719	389432	147829828	147891157	61330	+	1424	upstream	1424	SAMD5
chr6	167571131	167571280	150	*	X61017	2853	167570360	167571319	960	-	0	inside	38	GPR31
chr6	167702978	167703123	146	*	X61040	54346	167704803	167729502	24700	+	1679	upstream	1679	UNC93A
chr6	167736774	167736953	180	*	X61070	83887	167738574	167756177	17604	+	1620	upstream	1620	TTLL2
chr6	167738414	167738548	135	*	X61071	83887	167738574	167756177	17604	+	25	upstream	25	TTLL2
chr6	169654962	169655285	324	*	X61357	7058	169615875	169654137	38263	-	824	upstream	824	THBS2
chr7	4901796	4901866	71	*	X62036	56903	4897369	4901625	4257	-	170	upstream	170	PAPOLB
chr7	4902132	4902221	90	*	X62037	56903	4897369	4901625	4257	-	506	upstream	506	PAPOLB
chr7	5465369	5465716	348	*	X62066	84629	5346423	5465045	118623	-	323	upstream	323	TNRC18
chr7	20867088	20867207	120	*	X62098	222901	20866917	20867439	523	+	0	inside	170	RPL23P8
chr7	25989562	25989681	120	*	X62309	406940	25989539	25989606	68	-	0	overlapStart	0	MIR148A
chr7	25989802	25989936	135	*	X62310	406940	25989539	25989606	68	-	195	upstream	195	MIR148A
chr7	27225180	27225383	204	*	X62349	221883	27225027	27228912	3886	+	0	inside	152	HOXA11-AS
chr7	27225180	27225383	204	*	X62349	3207	27220776	27224842	4067	-	337	upstream	337	HOXA11
chr7	27225564	27225647	84	*	X62350	3207	27220776	27224842	4067	-	721	upstream	721	HOXA11
chr7	27225893	27226057	165	*	X62351	3207	27220776	27224842	4067	-	1050	upstream	1050	HOXA11
chr7	27240351	27240443	93	*	X62361	3209	27236499	27239725	3227	-	625	upstream	625	HOXA13
chr7	27241194	27241321	128	*	X62362	3209	27236499	27239725	3227	-	1468	upstream	1468	HOXA13
chr7	30737135	30737491	357	*	X62454	11185	30737601	30797218	59618	+	109	upstream	109	INMT
chr7	30739622	30739846	225	*	X62456	1395	30691559	30739719	48161	-	0	overlapStart	0	CRHR2
chr7	30740632	30740824	193	*	X62457	1395	30691559	30739719	48161	-	912	upstream	912	CRHR2
chr7	30740867	30741016	150	*	X62458	1395	30691559	30739719	48161	-	1147	upstream	1147	CRHR2
chr7	30741500	30741584	85	*	X62459	1395	30691559	30739719	48161	-	1780	upstream	1780	CRHR2
chr7	31003010	31003158	149	*	X62509	2692	31003636	31019146	15511	+	477	upstream	477	GHRHR
chr7	31003790	31003954	165	*	X62510	2692	31003636	31019146	15511	+	0	inside	153	GHRHR
chr7	31091381	31091562	182	*	X62539	117	31092076	31151093	59018	+	513	upstream	513	ADCYAP1R1
chr7	38358140	38358409	270	*	X62758	445347	38279181	38357589	78409	-	550	upstream	550	TARP
chr7	38358545	38358554	10	*	X62759	445347	38279181	38357589	78409	-	955	upstream	955	TARP
chr7	39445717	39446076	360	*	X62833	100861520	39444198	39445945	1748	-	0	overlapStart	0	POU6F2-AS1
chr7	39447409	39447543	135	*	X62834	100861520	39444198	39445945	1748	-	1463	upstream	1463	POU6F2-AS1
chr7	45196173	45196322	150	*	X62909	10268	45197367	45223850	26484	+	1044	upstream	1044	RAMP3
chr7	45612329	45612613	285	*	X63011	107	45613739	45762714	148976	+	1125	upstream	1125	ADCY1
chr7	50633854	50634018	165	*	X63152	1644	50526134	50633154	107021	-	699	upstream	699	DDC
chr7	71911743	71911862	120	*	X63295	83698	71244476	71912136	667661	-	0	inside	273	CALN1
chr7	71911904	71912038	135	*	X63296	83698	71244476	71912136	667661	-	0	inside	97	CALN1
chr7	71913974	71914108	135	*	X63297	83698	71244476	71912136	667661	-	1837	upstream	1837	CALN1
chr7	83278427	83278546	120	*	X63381	9723	82993222	83278479	285258	-	0	overlapStart	0	SEMA3E
chr7	83278569	83278688	120	*	X63382	9723	82993222	83278479	285258	-	89	upstream	89	SEMA3E
chr7	96644399	96644399	1	*	X63468	285987	96597827	96643377	45551	-	1021	upstream	1021	DLX6-AS1
chr7	96644670	96644789	120	*	X63469	285987	96597827	96643377	45551	-	1292	upstream	1292	DLX6-AS1
chr7	96655080	96655244	165	*	X63471	1749	96649702	96654143	4442	-	936	upstream	936	DLX5
chr7	100612164	100612611	448	*	X63621	10071	100612904	100662230	49327	+	292	upstream	292	MUC12
chr7	100809393	100809419	27	*	X63651	7425	100805790	100808852	3063	-	540	upstream	540	VGF
chr7	100809570	100809610	41	*	X63652	7425	100805790	100808852	3063	-	717	upstream	717	VGF
chr7	100810408	100810435	28	*	X63653	7425	100805790	100808852	3063	-	1555	upstream	1555	VGF
chr7	100810518	100810939	422	*	X63654	7425	100805790	100808852	3063	-	1665	upstream	1665	VGF
chr7	103086289	103086464	176	*	X63696	375611	102993177	103086624	93448	-	0	inside	159	SLC26A5
chr7	103088263	103088412	150	*	X63697	375611	102993177	103086624	93448	-	1638	upstream	1638	SLC26A5
chr7	128783649	128783750	102	*	X63861	340348	128784712	128809534	24823	+	961	upstream	961	TSPAN33
chr7	130419226	130419243	18	*	X63869	136259	130417396	130418888	1493	-	337	upstream	337	KLF14
chr7	130420699	130420833	135	*	X63870	136259	130417396	130418888	1493	-	1810	upstream	1810	KLF14
chr7	142457328	142457432	105	*	X64337	5644	142457319	142460927	3609	+	0	inside	8	PRSS1
chr7	142551745	142551768	24	*	X64344	2051	142552792	142568847	16056	+	1023	upstream	1023	EPHB6
chr7	142630715	142631004	290	*	X64373	56302	142605648	142630820	25173	-	0	overlapStart	0	TRPV5
chr7	142634740	142634889	150	*	X64374	135927	142636603	142637957	1355	+	1713	upstream	1713	LLCFC1
chr7	142660765	142660894	130	*	X64389	3792	142638201	142659503	21303	-	1261	upstream	1261	KEL
chr7	142661035	142661184	150	*	X64390	3792	142638201	142659503	21303	-	1531	upstream	1531	KEL
chr7	143057201	143057350	150	*	X64401	7791	143058810	143088206	29397	+	1459	upstream	1459	ZYX
chr7	143057467	143057506	40	*	X64402	7791	143058810	143088206	29397	+	1303	upstream	1303	ZYX
chr7	144107969	144108208	240	*	X64408	135935	144094333	144107320	12988	-	648	upstream	648	NOBOX
chr7	148285683	148285817	135	*	X64473	202865	148287657	148312952	25296	+	1839	upstream	1839	C7orf33
chr7	149471550	149471684	135	*	X64514	168544	149461271	149470295	9025	-	1254	upstream	1254	ZNF467
chr7	149471550	149471684	135	*	X64514	23145	149473131	149531053	57923	+	1446	upstream	1446	SSPOP
chr7	149471865	149471938	74	*	X64515	168544	149461271	149470295	9025	-	1569	upstream	1569	ZNF467
chr7	149471865	149471938	74	*	X64515	23145	149473131	149531053	57923	+	1192	upstream	1192	SSPOP
chr7	150146329	150146478	150	*	X64532	155038	150147962	150176483	28522	+	1483	upstream	1483	GIMAP8
chr7	150147094	150147378	285	*	X64533	155038	150147962	150176483	28522	+	583	upstream	583	GIMAP8
chr7	150147604	150147899	296	*	X64534	155038	150147962	150176483	28522	+	62	upstream	62	GIMAP8
chr7	150210983	150211022	40	*	X64542	168537	150211945	150218161	6217	+	922	upstream	922	GIMAP7
chr7	150211147	150211147	1	*	X64543	168537	150211945	150218161	6217	+	797	upstream	797	GIMAP7
chr7	150211268	150211387	120	*	X64544	168537	150211945	150218161	6217	+	557	upstream	557	GIMAP7
chr7	150212078	150212272	195	*	X64545	168537	150211945	150218161	6217	+	0	inside	132	GIMAP7
chr7	150412071	150412190	120	*	X64558	100527949	150413645	150440737	27093	+	1454	upstream	1454	GIMAP1-GIMAP5
chr7	150412071	150412190	120	*	X64558	170575	150413645	150421368	7724	+	1454	upstream	1454	GIMAP1
chr7	150499427	150499657	231	*	X64587	28959	150488376	150498448	10073	-	978	upstream	978	TMEM176B
chr7	150525235	150525337	103	*	X64594	26	150526069	150558379	32311	+	731	upstream	731	AOC1
chr7	150525533	150525682	150	*	X64595	26	150526069	150558379	32311	+	386	upstream	386	AOC1
chr7	150687592	150687746	155	*	X64658	4846	150688144	150711687	23544	+	397	upstream	397	NOS3
chr7	150866052	150866216	165	*	X64660	2636	150845676	150864867	19192	-	1184	upstream	1184	GBX1
chr7	150885957	150886091	135	*	X64667	136371	150872785	150884919	12135	-	1037	upstream	1037	ASB10
chr7	151575848	151575851	4	*	X64710	51422	151253201	151574316	321116	-	1531	upstream	1531	PRKAG2
chr7	154863322	154863441	120	*	X64825	100128264	154858779	154863267	4489	-	54	upstream	54	HTR5A-AS1
chr7	155327532	155327601	70	*	X64961	285888	155293953	155326539	32587	-	992	upstream	992	CNPY1
chr7	156238289	156238408	120	*	X65187	285889	156230483	156238282	7800	-	6	upstream	6	LOC285889
chr7	156238994	156239113	120	*	X65188	285889	156230483	156238282	7800	-	711	upstream	711	LOC285889
chr7	156332686	156332751	66	*	X65223	64433	156333185	156333795	611	+	433	upstream	433	LINC00244
chr7	156333445	156333579	135	*	X65224	64433	156333185	156333795	611	+	0	inside	259	LINC00244
chr7	157367210	157367314	105	*	X65337	406945	157367028	157367114	87	-	95	upstream	95	MIR153-2
chr7	157369075	157369209	135	*	X65338	406945	157367028	157367114	87	-	1960	upstream	1960	MIR153-2
chr7	157645708	157645827	120	*	X65502	100506585	157647277	157658782	11506	+	1449	upstream	1449	PTPRN2-AS1
chr7	157645991	157646175	185	*	X65503	100506585	157647277	157658782	11506	+	1101	upstream	1101	PTPRN2-AS1
chr7	157647266	157647406	141	*	X65504	100506585	157647277	157658782	11506	+	0	overlapStart	0	PTPRN2-AS1
chr7	158326538	158326663	126	*	X65767	693180	158325410	158325505	96	-	1032	upstream	1032	MIR595
chr8	682847	682996	150	*	X65844	157697	614200	681226	67027	-	1620	upstream	1620	ERICH1
chr8	683207	683341	135	*	X65845	157697	614200	681226	67027	-	1980	upstream	1980	ERICH1
chr8	685697	685887	191	*	X65848	619343	687587	1087777	400191	+	1699	upstream	1699	NA
chr8	1251252	1251306	55	*	X66049	286083	1244294	1250827	6534	-	424	upstream	424	LOC286083
chr8	1252213	1252317	105	*	X66050	286083	1244294	1250827	6534	-	1385	upstream	1385	LOC286083
chr8	1448302	1448451	150	*	X66129	9228	1449532	1656642	207111	+	1080	upstream	1080	DLGAP2
chr8	1991075	1991239	165	*	X66243	9172	1993158	2093380	100223	+	1918	upstream	1918	MYOM2
chr8	1991281	1991384	104	*	X66244	9172	1993158	2093380	100223	+	1773	upstream	1773	MYOM2
chr8	1992616	1992735	120	*	X66245	9172	1993158	2093380	100223	+	422	upstream	422	MYOM2
chr8	1992907	1993026	120	*	X66246	9172	1993158	2093380	100223	+	131	upstream	131	MYOM2
chr8	6796639	6796786	148	*	X66428	1669	6793345	6795786	2442	-	852	upstream	852	DEFA4
chr8	6809129	6809278	150	*	X66433	449491	6808248	6809121	874	-	7	upstream	7	DEFA8P
chr8	6817668	6817802	135	*	X66436	449492	6816811	6817683	873	-	0	overlapStart	0	DEFA9P
chr8	6826625	6826748	124	*	X66438	449493	6825663	6826635	973	-	0	overlapStart	0	DEFA10P
chr8	6914312	6914420	109	*	X66451	1670	6912829	6914259	1431	-	52	upstream	52	DEFA5
chr8	10381218	10381352	135	*	X66555	203074	10383056	10411676	28621	+	1703	upstream	1703	PRSS55
chr8	10381591	10381725	135	*	X66556	203074	10383056	10411676	28621	+	1330	upstream	1330	PRSS55
chr8	10382268	10382394	127	*	X66557	203074	10383056	10411676	28621	+	661	upstream	661	PRSS55
chr8	11224831	11224931	101	*	X66785	83656	11225911	11296166	70256	+	979	upstream	979	FAM167A-AS1
chr8	11324041	11324054	14	*	X66815	83648	11278973	11324276	45304	-	0	inside	221	FAM167A
chr8	11325431	11325580	150	*	X66816	83648	11278973	11324276	45304	-	1154	upstream	1154	FAM167A
chr8	11351815	11351964	150	*	X66818	640	11351521	11422108	70588	+	0	inside	293	BLK
chr8	11832145	11832294	150	*	X66962	613210	11831446	11832108	663	-	36	upstream	36	DEFB136
chr8	16860224	16860358	135	*	X67027	26281	16850334	16859674	9341	-	549	upstream	549	FGF20
chr8	19795713	19795757	45	*	X67039	4023	19796582	19824770	28189	+	824	upstream	824	LPL
chr8	19795848	19795997	150	*	X67040	4023	19796582	19824770	28189	+	584	upstream	584	LPL
chr8	19796568	19796822	255	*	X67041	4023	19796582	19824770	28189	+	0	overlapStart	0	LPL
chr8	20112682	20112951	270	*	X67092	11178	20103676	20112803	9128	-	0	overlapStart	0	LZTS1
chr8	20113737	20113759	23	*	X67093	11178	20103676	20112803	9128	-	933	upstream	933	LZTS1
chr8	20113910	20114044	135	*	X67094	11178	20103676	20112803	9128	-	1106	upstream	1106	LZTS1
chr8	20114270	20114404	135	*	X67095	11178	20103676	20112803	9128	-	1466	upstream	1466	LZTS1
chr8	20131470	20131529	60	*	X67112	100874051	20133284	20147969	14686	+	1754	upstream	1754	LZTS1-AS1
chr8	20132515	20132531	17	*	X67113	100874051	20133284	20147969	14686	+	752	upstream	752	LZTS1-AS1
chr8	20133057	20133369	313	*	X67114	100874051	20133284	20147969	14686	+	0	overlapStart	0	LZTS1-AS1
chr8	20133458	20133501	44	*	X67115	100874051	20133284	20147969	14686	+	0	inside	173	LZTS1-AS1
chr8	27115536	27115670	135	*	X67828	81551	27093814	27115903	22090	-	0	inside	232	STMN4
chr8	27115680	27115754	75	*	X67829	81551	27093814	27115903	22090	-	0	inside	148	STMN4
chr8	27336550	27336794	245	*	X67836	1135	27317278	27336813	19536	-	0	inside	18	CHRNA2
chr8	27337080	27337229	150	*	X67837	1135	27317278	27336813	19536	-	266	upstream	266	CHRNA2
chr8	27337335	27337454	120	*	X67838	1135	27317278	27336813	19536	-	521	upstream	521	CHRNA2
chr8	27338445	27338549	105	*	X67839	1135	27317278	27336813	19536	-	1631	upstream	1631	CHRNA2
chr8	27338770	27338889	120	*	X67840	1135	27317278	27336813	19536	-	1956	upstream	1956	CHRNA2
chr8	29209306	29209432	127	*	X67863	1846	29190579	29208267	17689	-	1038	upstream	1038	DUSP4
chr8	29209568	29209660	93	*	X67864	1846	29190579	29208267	17689	-	1300	upstream	1300	DUSP4
chr8	39695456	39695605	150	*	X67940	2515	39601255	39695808	94554	-	0	inside	202	ADAM2
chr8	40754991	40755140	150	*	X67981	79698	40388111	40755343	367233	-	0	inside	202	ZMAT4
chr8	48098833	48098952	120	*	X68116	100287846	48100930	48104439	3510	+	1977	upstream	1977	LOC100287846
chr8	57122537	57122656	120	*	X68196	79145	57124315	57131176	6862	+	1658	upstream	1658	CHCHD7
chr8	58131079	58131110	32	*	X68218	100507651	58131648	58145388	13741	+	537	upstream	537	LINC01606
chr8	58131202	58131213	12	*	X68219	100507651	58131648	58145388	13741	+	434	upstream	434	LINC01606
chr8	61880244	61880317	74	*	X68253	100130298	61878680	61880307	1628	-	0	overlapStart	0	LOC100130298
chr8	81788703	81788837	135	*	X68484	619279	81540686	81787016	246331	-	1686	upstream	1686	ZNF704
chr8	86292072	86292200	129	*	X68496	759	86240458	86290342	49885	-	1729	upstream	1729	CA1
chr8	96960741	96960905	165	*	X68552	100500773	96959213	96960576	1364	-	164	upstream	164	SRSF3P2
chr8	105480525	105480738	214	*	X68640	1807	105391652	105479277	87626	-	1247	upstream	1247	DPYS
chr8	110705154	110705177	24	*	X68656	55638	110586405	110704020	117616	-	1133	upstream	1133	SYBU
chr8	110705907	110706048	142	*	X68657	55638	110586405	110704020	117616	-	1886	upstream	1886	SYBU
chr8	116681557	116681785	229	*	X68659	7227	116420724	116681228	260505	-	328	upstream	328	TRPS1
chr8	120651137	120651286	150	*	X68689	5168	120569317	120651106	81790	-	30	upstream	30	ENPP2
chr8	125951180	125951314	135	*	X68812	157381	125951884	125963337	11454	+	569	upstream	569	LINC00964
chr8	133774174	133774308	135	*	X68922	137835	133722192	133772914	50723	-	1259	upstream	1259	TMEM71
chr8	133877040	133877219	180	*	X68925	7038	133879205	134147143	267939	+	1985	upstream	1985	TG
chr8	134115130	134115264	135	*	X68948	6503	134048973	134115310	66338	-	0	inside	45	SLA
chr8	134115325	134115474	150	*	X68949	6503	134048973	134115310	66338	-	14	upstream	14	SLA
chr8	134115509	134115637	129	*	X68950	6503	134048973	134115310	66338	-	198	upstream	198	SLA
chr8	134116270	134116359	90	*	X68951	6503	134048973	134115310	66338	-	959	upstream	959	SLA
chr8	134116374	134116523	150	*	X68952	6503	134048973	134115310	66338	-	1063	upstream	1063	SLA
chr8	134116949	134117083	135	*	X68953	6503	134048973	134115310	66338	-	1638	upstream	1638	SLA
chr8	134201909	134202028	120	*	X68972	8840	134203282	134243932	40651	+	1253	upstream	1253	CCN4
chr8	134202074	134202098	25	*	X68973	8840	134203282	134243932	40651	+	1183	upstream	1183	CCN4
chr8	134202137	134202193	57	*	X68974	8840	134203282	134243932	40651	+	1088	upstream	1088	CCN4
chr8	134202509	134202555	47	*	X68975	8840	134203282	134243932	40651	+	726	upstream	726	CCN4
